sure_s,kazanan_drone_id,kazanan_teklif_puani,enlem_deg,boylam_deg,mutlak_irtifa_m,bagil_irtifa_m,home_mesafesi_m,hedef_mesafesi_m
7.061,3,102.292,47.3979663,8.5461679,2.175,1.959,0.04,2.203
7.081,3,102.292,47.3979663,8.5461679,2.191,1.975,0.04,2.203
7.101,3,102.292,47.3979663,8.5461679,2.202,1.986,0.04,2.203
7.121,3,102.292,47.3979663,8.5461679,2.218,2.002,0.04,2.203
7.141,3,102.292,47.3979663,8.546168,2.229,2.013,0.037,2.209
7.161,3,102.292,47.3979662,8.546168,2.245,2.029,0.027,2.214
7.181,3,102.292,47.3979662,8.546168,2.256,2.04,0.027,2.214
7.201,3,102.292,47.3979662,8.546168,2.271,2.055,0.027,2.214
7.221,3,102.292,47.3979662,8.546168,2.282,2.066,0.027,2.214
7.241,3,102.292,47.3979662,8.546168,2.297,2.081,0.027,2.214
7.261,3,102.292,47.3979662,8.546168,2.307,2.092,0.027,2.214
7.281,3,102.292,47.3979662,8.546168,2.323,2.107,0.027,2.214
7.301,3,102.292,47.3979662,8.546168,2.333,2.117,0.027,2.214
7.321,3,102.292,47.3979662,8.546168,2.348,2.132,0.027,2.214
7.341,3,102.292,47.3979662,8.546168,2.358,2.142,0.027,2.214
7.361,3,102.292,47.3979661,8.546168,2.372,2.156,0.019,2.219
7.381,3,102.292,47.3979661,8.546168,2.382,2.166,0.019,2.219
7.401,3,102.292,47.3979661,8.546168,2.397,2.181,0.019,2.219
7.421,3,102.292,47.3979661,8.546168,2.406,2.19,0.019,2.219
7.441,3,102.292,47.3979661,8.546168,2.421,2.205,0.019,2.219
7.461,3,102.292,47.3979661,8.546168,2.43,2.214,0.019,2.219
7.481,3,102.292,47.3979661,8.546168,2.444,2.229,0.019,2.219
7.501,3,102.292,47.3979661,8.546168,2.454,2.238,0.019,2.219
7.526,3,102.292,47.3979661,8.546168,2.468,2.252,0.019,2.219
7.546,3,102.292,47.3979661,8.546168,2.477,2.261,0.019,2.219
7.566,3,102.292,47.3979661,8.546168,2.491,2.275,0.019,2.219
7.586,3,102.292,47.3979661,8.546168,2.5,2.284,0.019,2.219
7.606,3,102.292,47.3979661,8.546168,2.514,2.298,0.019,2.219
7.626,3,102.292,47.397966,8.546168,2.523,2.307,0.015,2.224
7.646,3,102.292,47.397966,8.546168,2.536,2.32,0.015,2.224
7.666,3,102.292,47.397966,8.546168,2.544,2.328,0.015,2.224
7.686,3,102.292,47.397966,8.546168,2.557,2.341,0.015,2.224
7.706,3,102.292,47.397966,8.546168,2.565,2.349,0.015,2.224
7.726,3,102.292,47.397966,8.546168,2.577,2.361,0.015,2.224
7.746,3,102.292,47.397966,8.546168,2.584,2.368,0.015,2.224
7.766,3,102.292,47.397966,8.546168,2.595,2.379,0.015,2.224
7.785,3,102.292,47.397966,8.546168,2.602,2.386,0.015,2.224
7.806,3,102.292,47.397966,8.546168,2.611,2.396,0.015,2.224
7.826,3,102.292,47.397966,8.546168,2.617,2.402,0.015,2.224
7.846,3,102.292,47.397966,8.546168,2.626,2.41,0.015,2.224
7.866,3,102.292,47.397966,8.546168,2.631,2.415,0.015,2.224
7.886,3,102.292,47.397966,8.546168,2.637,2.422,0.015,2.224
7.906,3,102.292,47.397966,8.546168,2.642,2.426,0.015,2.224
7.926,3,102.292,47.397966,8.546168,2.647,2.431,0.015,2.224
7.945,3,102.292,47.397966,8.546168,2.65,2.435,0.015,2.224
7.966,3,102.292,47.397966,8.546168,2.655,2.439,0.015,2.224
7.986,3,102.292,47.397966,8.546168,2.658,2.442,0.015,2.224
8.006,3,102.292,47.397966,8.546168,2.661,2.445,0.015,2.224
8.026,3,102.292,47.397966,8.546168,2.663,2.447,0.015,2.224
8.046,3,102.292,47.397966,8.546168,2.666,2.45,0.015,2.224
8.066,3,102.292,47.397966,8.546168,2.668,2.452,0.015,2.224
8.086,3,102.292,47.397966,8.546168,2.671,2.455,0.015,2.224
8.106,3,102.292,47.397966,8.546168,2.672,2.456,0.015,2.224
8.126,3,102.292,47.397966,8.546168,2.675,2.459,0.015,2.224
8.146,3,102.292,47.397966,8.546168,2.676,2.46,0.015,2.224
8.166,3,102.292,47.397966,8.546168,2.678,2.463,0.015,2.224
8.186,3,102.292,47.397966,8.546168,2.68,2.464,0.015,2.224
8.205,3,102.292,47.397966,8.546168,2.682,2.466,0.015,2.224
8.226,3,102.292,47.397966,8.546168,2.684,2.468,0.015,2.224
8.246,3,102.292,47.397966,8.546168,2.687,2.471,0.015,2.224
8.266,3,102.292,47.397966,8.546168,2.688,2.473,0.015,2.224
8.286,3,102.292,47.397966,8.546168,2.691,2.475,0.015,2.224
8.306,3,102.292,47.397966,8.546168,2.693,2.477,0.015,2.224
8.326,3,102.292,47.397966,8.546168,2.697,2.481,0.015,2.224
8.346,3,102.292,47.397966,8.546168,2.699,2.483,0.015,2.224
8.366,3,102.292,47.397966,8.546168,2.703,2.487,0.015,2.224
8.385,3,102.292,47.397966,8.546168,2.705,2.489,0.015,2.224
8.405,3,102.292,47.397966,8.546168,2.709,2.493,0.015,2.224
8.427,3,102.292,47.397966,8.546168,2.712,2.496,0.015,2.224
8.447,3,102.292,47.397966,8.546168,2.716,2.501,0.015,2.224
8.466,3,102.292,47.397966,8.546168,2.719,2.504,0.015,2.224
8.486,3,102.292,47.397966,8.546168,2.724,2.508,0.015,2.224
8.506,3,102.292,47.397966,8.546168,2.727,2.511,0.015,2.224
8.526,3,102.292,47.397966,8.546168,2.732,2.516,0.015,2.224
8.545,3,102.292,47.397966,8.546168,2.736,2.52,0.015,2.224
8.565,3,102.292,47.397966,8.546168,2.741,2.525,0.015,2.224
8.585,3,102.292,47.397966,8.546168,2.744,2.528,0.015,2.224
8.606,3,102.292,47.397966,8.546168,2.749,2.534,0.015,2.224
8.626,3,102.292,47.397966,8.546168,2.753,2.537,0.015,2.224
8.646,3,102.292,47.397966,8.546168,2.758,2.542,0.015,2.224
8.666,3,102.292,47.397966,8.546168,2.762,2.546,0.015,2.224
8.686,3,102.292,47.397966,8.546168,2.767,2.551,0.015,2.224
8.706,3,102.292,47.397966,8.546168,2.77,2.554,0.015,2.224
8.726,3,102.292,47.397966,8.546168,2.775,2.56,0.015,2.224
8.746,3,102.292,47.397966,8.546168,2.779,2.563,0.015,2.224
8.766,3,102.292,47.397966,8.546168,2.784,2.568,0.015,2.224
8.786,3,102.292,47.397966,8.546168,2.788,2.572,0.015,2.224
8.805,3,102.292,47.397966,8.546168,2.793,2.577,0.015,2.224
8.827,3,102.292,47.397966,8.546168,2.796,2.58,0.015,2.224
8.846,3,102.292,47.3979661,8.546168,2.801,2.586,0.019,2.219
8.866,3,102.292,47.3979661,8.546168,2.805,2.589,0.019,2.219
8.886,3,102.292,47.3979661,8.5461679,2.81,2.594,0.025,2.213
8.905,3,102.292,47.3979661,8.5461679,2.814,2.598,0.025,2.213
8.926,3,102.292,47.3979661,8.5461679,2.819,2.603,0.025,2.213
8.945,3,102.292,47.3979661,8.5461679,2.822,2.606,0.025,2.213
8.966,3,102.292,47.3979661,8.5461679,2.827,2.612,0.025,2.213
8.986,3,102.292,47.3979662,8.5461678,2.831,2.615,0.037,2.201
9.007,3,102.292,47.3979662,8.5461678,2.836,2.62,0.037,2.201
9.027,3,102.292,47.3979662,8.5461678,2.84,2.624,0.037,2.201
9.046,3,102.292,47.3979662,8.5461677,2.845,2.629,0.044,2.194
9.066,3,102.292,47.3979663,8.5461677,2.848,2.633,0.05,2.189
9.086,3,102.292,47.3979663,8.5461676,2.854,2.638,0.056,2.182
9.105,3,102.292,47.3979663,8.5461676,2.857,2.641,0.056,2.182
9.126,3,102.292,47.3979664,8.5461675,2.863,2.647,0.069,2.171
9.145,3,102.292,47.3979664,8.5461674,2.866,2.65,0.075,2.164
9.166,3,102.292,47.397966499999995,8.5461673,2.872,2.656,0.088,2.152
9.186,3,102.292,47.397966499999995,8.5461672,2.875,2.659,0.094,2.146
9.208,3,102.292,47.3979666,8.5461671,2.881,2.665,0.106,2.134
9.226,3,102.292,47.3979666,8.546166999999999,2.884,2.668,0.112,2.127
9.246,3,102.292,47.3979667,8.5461668,2.889,2.674,0.131,2.109
9.266,3,102.292,47.3979667,8.546166699999999,2.893,2.677,0.137,2.102
9.286,3,102.292,47.3979668,8.5461665,2.898,2.682,0.156,2.084
9.307,3,102.292,47.3979668,8.546166399999999,2.901,2.685,0.162,2.077
9.334,3,102.292,47.3979669,8.546166099999999,2.906,2.69,0.187,2.052
9.351,3,102.292,47.397967,8.546166,2.909,2.693,0.199,2.04
9.37,3,102.292,47.397967,8.5461657,2.913,2.697,0.219,2.02
9.391,3,102.292,47.397967099999995,8.5461656,2.916,2.7,0.231,2.008
9.411,3,102.292,47.3979672,8.5461653,2.92,2.704,0.256,1.983
9.431,3,102.292,47.3979672,8.5461651,2.922,2.706,0.269,1.969
9.451,3,102.292,47.3979673,8.5461648,2.926,2.71,0.294,1.944
9.471,3,102.292,47.3979674,8.5461646,2.928,2.712,0.312,1.926
9.491,3,102.292,47.3979675,8.5461642,2.931,2.715,0.344,1.894
9.51,3,102.292,47.3979675,8.546164,2.933,2.718,0.357,1.88
9.532,3,102.292,47.3979676,8.5461636,2.936,2.721,0.389,1.849
9.554,3,102.292,47.397967699999995,8.5461634,2.938,2.722,0.408,1.83
9.57,3,102.292,47.397967799999996,8.546163,2.941,2.725,0.44,1.798
9.59,3,102.292,47.3979679,8.5461627,2.943,2.727,0.465,1.773
9.61,3,102.292,47.397968,8.546162299999999,2.945,2.729,0.497,1.741
9.631,3,102.292,47.397968,8.546161999999999,2.947,2.731,0.517,1.721
9.65,3,102.292,47.3979681,8.5461616,2.949,2.733,0.549,1.689
9.671,3,102.292,47.3979682,8.5461613,2.95,2.735,0.574,1.664
9.69,3,102.292,47.397968299999995,8.5461609,2.953,2.737,0.606,1.632
9.711,3,102.292,47.397968399999996,8.5461606,2.954,2.738,0.631,1.607
9.731,3,102.292,47.3979685,8.5461601,2.956,2.74,0.67,1.568
9.754,3,102.292,47.3979685,8.5461598,2.957,2.742,0.691,1.548
9.771,3,102.292,47.3979686,8.5461593,2.96,2.744,0.73,1.51
9.79,3,102.292,47.3979687,8.546159,2.961,2.745,0.755,1.485
9.81,3,102.292,47.3979688,8.546158499999999,2.963,2.747,0.794,1.446
9.831,3,102.292,47.397968899999995,8.546158199999999,2.964,2.748,0.819,1.421
9.85,3,102.292,47.397968899999995,8.5461578,2.966,2.75,0.847,1.395
9.87,3,102.292,47.397968999999996,8.5461574,2.968,2.752,0.879,1.363
9.891,3,102.292,47.3979691,8.546157,2.97,2.754,0.911,1.331
9.91,3,102.292,47.3979692,8.5461567,2.971,2.755,0.936,1.306
9.931,3,102.292,47.3979692,8.5461562,2.973,2.758,0.971,1.274
9.95,3,102.292,47.3979693,8.5461559,2.975,2.759,0.996,1.249
9.971,3,102.292,47.3979694,8.5461554,2.977,2.762,1.035,1.211
9.99,3,102.292,47.3979694,8.5461551,2.979,2.763,1.056,1.191
10.011,3,102.292,47.397969499999995,8.546154699999999,2.982,2.766,1.088,1.16
10.031,3,102.292,47.397969599999996,8.546154399999999,2.984,2.768,1.113,1.135
10.051,3,102.292,47.397969599999996,8.5461539,2.986,2.771,1.148,1.103
10.07,3,102.292,47.3979697,8.5461537,2.988,2.773,1.166,1.084
10.091,3,102.292,47.3979698,8.5461532,2.992,2.776,1.205,1.047
10.111,3,102.292,47.3979698,8.546153,2.994,2.778,1.22,1.034
10.131,3,102.292,47.3979699,8.5461526,2.997,2.781,1.252,1.003
10.15,3,102.292,47.3979699,8.5461523,2.999,2.783,1.273,0.984
10.17,3,102.292,47.39797,8.546152,3.002,2.786,1.298,0.96
10.191,3,102.292,47.39797,8.5461517,3.004,2.788,1.319,0.941
10.21,3,102.292,47.397970099999995,8.5461514,3.007,2.791,1.344,0.917
10.231,3,102.292,47.397970099999995,8.546151199999999,3.009,2.793,1.358,0.904
10.25,3,102.292,47.397970199999996,8.546150899999999,3.012,2.796,1.383,0.88
10.271,3,102.292,47.397970199999996,8.5461507,3.013,2.798,1.398,0.868
10.292,3,102.292,47.3979703,8.5461504,3.016,2.8,1.423,0.843
10.31,3,102.292,47.3979704,8.5461502,3.018,2.802,1.44,0.825
10.33,3,102.292,47.3979704,8.5461499,3.02,2.804,1.462,0.807
10.35,3,102.292,47.3979705,8.5461498,3.021,2.805,1.473,0.794
10.371,3,102.292,47.3979705,8.5461496,3.023,2.807,1.487,0.782
10.39,3,102.292,47.3979706,8.5461494,3.025,2.809,1.505,0.764
10.41,3,102.292,47.397970699999995,8.5461492,3.026,2.811,1.523,0.745
10.43,3,102.292,47.397970699999995,8.5461491,3.028,2.812,1.53,0.739
10.451,3,102.292,47.397970799999996,8.5461489,3.029,2.813,1.548,0.721
10.47,3,102.292,47.397970799999996,8.5461488,3.03,2.814,1.555,0.715
10.496,3,102.292,47.3979709,8.5461487,3.032,2.816,1.566,0.702
10.516,3,102.292,47.3979709,8.5461486,3.033,2.817,1.573,0.696
10.536,3,102.292,47.397971,8.5461484,3.034,2.818,1.591,0.678
10.556,3,102.292,47.397971,8.5461483,3.035,2.819,1.598,0.672
10.576,3,102.292,47.3979711,8.5461482,3.036,2.82,1.609,0.659
10.596,3,102.292,47.3979712,8.5461482,3.037,2.821,1.613,0.652
10.617,3,102.292,47.3979712,8.5461481,3.038,2.822,1.62,0.646
10.636,3,102.292,47.397971299999995,8.546147999999999,3.039,2.823,1.631,0.633
10.656,3,102.292,47.397971299999995,8.5461479,3.041,2.825,1.638,0.627
10.676,3,102.292,47.397971399999996,8.5461479,3.041,2.826,1.642,0.62
10.696,3,102.292,47.397971399999996,8.5461478,3.043,2.827,1.649,0.614
10.716,3,102.292,47.3979715,8.5461478,3.044,2.828,1.653,0.607
10.736,3,102.292,47.3979716,8.5461478,3.045,2.829,1.657,0.6
10.757,3,102.292,47.3979716,8.546147699999999,3.046,2.83,1.664,0.594
10.776,3,102.292,47.3979717,8.546147699999999,3.048,2.832,1.668,0.587
10.796,3,102.292,47.3979717,8.546147699999999,3.049,2.833,1.668,0.587
10.816,3,102.292,47.3979718,8.5461476,3.05,2.834,1.679,0.574
10.836,3,102.292,47.3979718,8.5461476,3.052,2.836,1.679,0.574
10.856,3,102.292,47.397971899999995,8.5461476,3.053,2.837,1.684,0.568
10.876,3,102.292,47.397971899999995,8.5461476,3.055,2.839,1.684,0.568
10.896,3,102.292,47.397971999999996,8.5461476,3.056,2.841,1.688,0.561
10.915,3,102.292,47.397971999999996,8.5461475,3.058,2.842,1.695,0.555
10.937,3,102.292,47.3979721,8.5461475,3.06,2.844,1.699,0.548
10.956,3,102.292,47.3979721,8.5461475,3.061,2.845,1.699,0.548
10.976,3,102.292,47.3979722,8.5461475,3.063,2.847,1.704,0.542
10.995,3,102.292,47.3979722,8.5461475,3.064,2.848,1.704,0.542
11.016,3,102.292,47.3979723,8.5461475,3.066,2.85,1.708,0.536
11.04,3,102.292,47.3979724,8.5461475,3.067,2.852,1.713,0.529
11.055,3,102.292,47.3979724,8.5461475,3.07,2.854,1.713,0.529
11.076,3,102.292,47.397972499999995,8.546147399999999,3.071,2.855,1.724,0.517
11.095,3,102.292,47.397972499999995,8.546147399999999,3.073,2.857,1.724,0.517
11.116,3,102.292,47.397972599999996,8.546147399999999,3.074,2.858,1.729,0.511
11.136,3,102.292,47.397972599999996,8.546147399999999,3.076,2.861,1.729,0.511
11.156,3,102.292,47.3979727,8.546147399999999,3.078,2.862,1.734,0.505
11.176,3,102.292,47.3979727,8.546147399999999,3.08,2.864,1.734,0.505
11.198,3,102.292,47.3979728,8.546147399999999,3.081,2.865,1.739,0.5
11.216,3,102.292,47.3979728,8.546147399999999,3.083,2.867,1.739,0.5
11.236,3,102.292,47.3979729,8.5461473,3.084,2.869,1.75,0.488
11.256,3,102.292,47.3979729,8.5461473,3.086,2.871,1.75,0.488
11.277,3,102.292,47.397973,8.5461473,3.088,2.872,1.755,0.483
11.296,3,102.292,47.397973,8.5461473,3.09,2.874,1.755,0.483
11.316,3,102.292,47.397973099999994,8.5461473,3.091,2.875,1.76,0.478
11.336,3,102.292,47.397973099999994,8.5461472,3.093,2.877,1.767,0.471
11.355,3,102.292,47.397973199999996,8.5461472,3.094,2.878,1.772,0.466
11.376,3,102.292,47.397973199999996,8.5461472,3.096,2.88,1.772,0.466
11.396,3,102.292,47.3979733,8.5461472,3.097,2.881,1.777,0.461
11.416,3,102.292,47.3979733,8.5461472,3.099,2.883,1.777,0.461
11.436,3,102.292,47.3979733,8.546147099999999,3.1,2.884,1.784,0.455
11.455,3,102.292,47.3979734,8.546147099999999,3.101,2.886,1.789,0.45
11.475,3,102.292,47.3979734,8.546147099999999,3.103,2.887,1.789,0.45
11.496,3,102.292,47.3979735,8.546147099999999,3.104,2.888,1.794,0.446
11.516,3,102.292,47.3979735,8.546147,3.105,2.889,1.8,0.439
11.54,3,102.292,47.3979735,8.546147,3.107,2.891,1.8,0.439
11.556,3,102.292,47.3979736,8.546147,3.108,2.892,1.806,0.435
11.576,3,102.292,47.3979736,8.546147,3.109,2.894,1.806,0.435
11.596,3,102.292,47.3979736,8.5461469,3.11,2.895,1.812,0.428
11.616,3,102.292,47.397973699999994,8.5461469,3.112,2.896,1.818,0.424
11.636,3,102.292,47.397973699999994,8.5461469,3.113,2.897,1.818,0.424
11.656,3,102.292,47.397973699999994,8.546146799999999,3.114,2.898,1.824,0.417
11.676,3,102.292,47.397973799999995,8.546146799999999,3.115,2.899,1.829,0.413
11.696,3,102.292,47.397973799999995,8.546146799999999,3.116,2.901,1.829,0.413
11.718,3,102.292,47.397973799999995,8.5461467,3.117,2.901,1.836,0.406
11.736,3,102.292,47.3979739,8.5461467,3.118,2.903,1.841,0.402
11.755,3,102.292,47.3979739,8.5461467,3.119,2.903,1.841,0.402
11.776,3,102.292,47.3979739,8.5461466,3.12,2.904,1.848,0.395
11.797,3,102.292,47.3979739,8.5461466,3.121,2.905,1.848,0.395
11.816,3,102.292,47.397974,8.5461466,3.122,2.906,1.853,0.392
11.836,3,102.292,47.397974,8.546146499999999,3.122,2.907,1.86,0.385
11.856,3,102.292,47.397974,8.546146499999999,3.123,2.908,1.86,0.385
11.876,3,102.292,47.397974,8.546146499999999,3.124,2.908,1.86,0.385
11.896,3,102.292,47.397974,8.5461464,3.125,2.909,1.866,0.377
11.916,3,102.292,47.3979741,8.5461464,3.125,2.909,1.872,0.374
11.936,3,102.292,47.3979741,8.5461463,3.126,2.91,1.878,0.367
11.956,3,102.292,47.3979741,8.5461463,3.127,2.911,1.878,0.367
11.976,3,102.292,47.3979741,8.5461463,3.127,2.911,1.878,0.367
11.996,3,102.292,47.3979741,8.546146199999999,3.128,2.912,1.885,0.36
12.016,3,102.292,47.3979741,8.546146199999999,3.129,2.913,1.885,0.36
12.036,3,102.292,47.3979742,8.546146199999999,3.129,2.913,1.89,0.357
12.056,3,102.292,47.3979742,8.5461461,3.13,2.914,1.897,0.35
12.079,3,102.292,47.3979742,8.5461461,3.13,2.914,1.897,0.35
12.096,3,102.292,47.3979742,8.546146,3.131,2.915,1.904,0.342
12.116,3,102.292,47.3979742,8.546146,3.132,2.916,1.904,0.342
12.136,3,102.292,47.3979742,8.546146,3.132,2.917,1.904,0.342
12.156,3,102.292,47.3979742,8.546145899999999,3.133,2.917,1.91,0.335
12.176,3,102.292,47.3979743,8.546145899999999,3.134,2.918,1.915,0.332
12.195,3,102.292,47.3979743,8.546145899999999,3.135,2.919,1.915,0.332
12.215,3,102.292,47.3979743,8.5461458,3.136,2.92,1.922,0.325
12.236,3,102.292,47.3979743,8.5461458,3.136,2.92,1.922,0.325
12.256,3,102.292,47.3979743,8.5461457,3.137,2.921,1.929,0.318
12.276,3,102.292,47.3979743,8.5461457,3.138,2.922,1.929,0.318
12.295,3,102.292,47.3979743,8.5461456,3.139,2.923,1.935,0.31
12.316,3,102.292,47.3979743,8.5461456,3.14,2.924,1.935,0.31
12.336,3,102.292,47.3979743,8.5461455,3.141,2.925,1.942,0.303
12.355,3,102.292,47.397974399999995,8.5461455,3.141,2.926,1.947,0.3
12.376,3,102.292,47.397974399999995,8.5461454,3.143,2.927,1.954,0.293
12.396,3,102.292,47.397974399999995,8.5461454,3.143,2.927,1.954,0.293
12.416,3,102.292,47.397974399999995,8.5461453,3.144,2.928,1.96,0.286
12.436,3,102.292,47.397974399999995,8.5461453,3.145,2.929,1.96,0.286
12.456,3,102.292,47.397974399999995,8.5461453,3.146,2.93,1.96,0.286
12.476,3,102.292,47.397974399999995,8.5461452,3.147,2.931,1.967,0.278
12.496,3,102.292,47.397974399999995,8.5461452,3.148,2.932,1.967,0.278
12.516,3,102.292,47.3979745,8.5461451,3.148,2.932,1.979,0.269
12.536,3,102.292,47.3979745,8.5461451,3.149,2.933,1.979,0.269
12.556,3,102.292,47.3979745,8.546145,3.15,2.934,1.986,0.261
12.576,3,102.292,47.3979745,8.546145,3.151,2.935,1.986,0.261
12.596,3,102.292,47.3979745,8.5461449,3.151,2.936,1.992,0.254
12.616,3,102.292,47.3979745,8.5461448,3.152,2.937,1.999,0.247
12.636,3,102.292,47.3979745,8.5461448,3.153,2.937,1.999,0.247
12.656,3,102.292,47.3979746,8.5461447,3.154,2.938,2.011,0.237
12.676,3,102.292,47.3979746,8.5461447,3.154,2.939,2.011,0.237
12.696,3,102.292,47.3979746,8.5461446,3.155,2.939,2.017,0.23
12.716,3,102.292,47.3979746,8.5461446,3.156,2.94,2.017,0.23
12.736,3,102.292,47.3979746,8.5461445,3.157,2.941,2.024,0.222
12.757,3,102.292,47.3979746,8.5461445,3.157,2.942,2.024,0.222
12.776,3,102.292,47.3979746,8.5461444,3.158,2.943,2.031,0.215
12.796,3,102.292,47.3979747,8.5461444,3.159,2.943,2.036,0.213
12.816,3,102.292,47.3979747,8.5461443,3.16,2.944,2.043,0.205
12.836,3,102.292,47.3979747,8.5461443,3.161,2.945,2.043,0.205
12.856,3,102.292,47.3979747,8.546144199999999,3.161,2.946,2.049,0.198
12.876,3,102.292,47.3979747,8.546144199999999,3.162,2.946,2.049,0.198
12.896,3,102.292,47.3979747,8.5461441,3.163,2.947,2.056,0.19
12.917,3,102.292,47.3979747,8.5461441,3.164,2.948,2.056,0.19
12.936,3,102.292,47.3979748,8.546144,3.165,2.949,2.068,0.181
12.955,3,102.292,47.3979748,8.546144,3.166,2.95,2.068,0.181
12.976,3,102.292,47.3979748,8.546143899999999,3.167,2.951,2.074,0.174
12.997,3,102.292,47.3979748,8.5461438,3.167,2.951,2.081,0.166
13.016,3,102.292,47.3979748,8.5461438,3.168,2.952,2.081,0.166
13.036,3,102.292,47.3979748,8.5461437,3.169,2.953,2.088,0.159
13.055,3,102.292,47.3979748,8.5461437,3.17,2.954,2.088,0.159
13.076,3,102.292,47.3979748,8.546143599999999,3.171,2.955,2.094,0.152
13.097,3,102.292,47.3979749,8.546143599999999,3.172,2.956,2.099,0.15
13.116,3,102.292,47.3979749,8.5461435,3.173,2.957,2.106,0.143
13.136,3,102.292,47.3979749,8.5461435,3.174,2.958,2.106,0.143
13.156,3,102.292,47.3979749,8.5461434,3.174,2.958,2.113,0.135
13.176,3,102.292,47.3979749,8.5461434,3.175,2.959,2.113,0.135
13.196,3,102.292,47.3979749,8.546143299999999,3.176,2.96,2.119,0.128
13.216,3,102.292,47.3979749,8.546143299999999,3.177,2.961,2.119,0.128
13.236,3,102.292,47.397974999999995,8.5461432,3.177,2.961,2.131,0.12
13.256,3,102.292,47.397974999999995,8.5461432,3.178,2.962,2.131,0.12
13.277,3,102.292,47.397974999999995,8.5461431,3.179,2.963,2.138,0.112
13.295,3,102.292,47.397974999999995,8.5461431,3.18,2.964,2.138,0.112
13.316,3,102.292,47.397974999999995,8.546142999999999,3.18,2.964,2.145,0.105
13.336,3,102.292,47.397974999999995,8.546142999999999,3.181,2.965,2.145,0.105
13.356,3,102.292,47.397974999999995,8.5461429,3.182,2.966,2.151,0.097
13.376,3,102.292,47.397974999999995,8.5461429,3.183,2.967,2.151,0.097
13.396,3,102.292,47.397974999999995,8.5461429,3.183,2.967,2.151,0.097
13.415,3,102.292,47.3979751,8.5461428,3.184,2.968,2.163,0.09
13.436,3,102.292,47.3979751,8.5461428,3.184,2.969,2.163,0.09
13.456,3,102.292,47.3979751,8.546142699999999,3.185,2.969,2.17,0.083
13.475,3,102.292,47.3979751,8.546142699999999,3.186,2.97,2.17,0.083
13.496,3,102.292,47.3979751,8.5461426,3.187,2.971,2.176,0.075
13.515,3,102.292,47.3979751,8.5461426,3.187,2.971,2.176,0.075
13.536,3,102.292,47.3979751,8.5461426,3.188,2.972,2.176,0.075
13.556,3,102.292,47.3979751,8.5461425,3.188,2.972,2.183,0.068
13.576,3,102.292,47.3979751,8.5461425,3.189,2.973,2.183,0.068
13.596,3,102.292,47.3979751,8.546142399999999,3.189,2.973,2.19,0.061
13.616,3,102.292,47.3979751,8.546142399999999,3.19,2.974,2.19,0.061
13.636,3,102.292,47.3979751,8.546142399999999,3.19,2.974,2.19,0.061
13.656,3,102.292,47.3979752,8.5461423,3.19,2.975,2.202,0.057
13.676,3,102.292,47.3979752,8.5461423,3.191,2.975,2.202,0.057
13.696,3,102.292,47.3979752,8.5461423,3.191,2.975,2.202,0.057
13.716,3,102.292,47.3979752,8.5461423,3.191,2.975,2.202,0.057
13.736,3,102.292,47.3979752,8.5461422,3.191,2.976,2.208,0.05
13.756,3,102.292,47.3979752,8.5461422,3.192,2.976,2.208,0.05
13.778,3,102.292,47.3979752,8.5461422,3.192,2.976,2.208,0.05
13.796,3,102.292,47.3979752,8.546142099999999,3.192,2.976,2.215,0.043
13.816,3,102.292,47.3979752,8.546142099999999,3.192,2.976,2.215,0.043
13.837,3,102.292,47.3979752,8.546142099999999,3.192,2.976,2.215,0.043
13.856,3,102.292,47.3979752,8.546142099999999,3.192,2.976,2.215,0.043
13.875,3,102.292,47.3979752,8.546142,3.192,2.976,2.222,0.037
13.896,3,102.292,47.3979752,8.546142,3.192,2.976,2.222,0.037
13.916,3,102.292,47.3979752,8.546142,3.192,2.976,2.222,0.037
13.939,3,102.292,47.3979752,8.546142,3.192,2.976,2.222,0.037
13.956,3,102.292,47.3979752,8.546142,3.192,2.976,2.222,0.037
13.976,3,102.292,47.3979752,8.5461419,3.192,2.976,2.228,0.031
13.996,3,102.292,47.3979752,8.5461419,3.192,2.976,2.228,0.031
14.015,3,102.292,47.3979752,8.5461419,3.192,2.976,2.228,0.031
14.036,3,102.292,47.3979752,8.5461419,3.192,2.976,2.228,0.031
14.056,3,102.292,47.3979752,8.5461418,3.192,2.977,2.235,0.027
14.075,3,102.292,47.3979752,8.5461418,3.193,2.977,2.235,0.027
14.098,3,102.292,47.3979752,8.5461418,3.193,2.977,2.235,0.027
14.116,3,102.292,47.3979752,8.5461418,3.193,2.977,2.235,0.027
14.136,3,102.292,47.3979752,8.5461418,3.193,2.977,2.235,0.027
14.156,3,102.292,47.3979752,8.5461418,3.194,2.978,2.235,0.027
14.175,3,102.292,47.3979752,8.5461417,3.194,2.978,2.242,0.023
14.196,3,102.292,47.3979752,8.5461417,3.194,2.978,2.242,0.023
14.215,3,102.292,47.3979752,8.5461417,3.195,2.979,2.242,0.023
14.236,3,102.292,47.3979752,8.5461417,3.195,2.979,2.242,0.023
14.255,3,102.292,47.3979752,8.5461417,3.195,2.98,2.242,0.023
14.28,3,102.292,47.3979752,8.5461417,3.196,2.98,2.242,0.023
14.296,3,102.292,47.3979752,8.5461417,3.196,2.98,2.242,0.023
14.316,3,102.292,47.3979752,8.5461416,3.197,2.981,2.248,0.022
14.336,3,102.292,47.3979752,8.5461416,3.197,2.981,2.248,0.022
